	time	error
1217	-0.5	5e-10
1218	-0.5	5e-10
1219	-0.5	5e-10
1220	-0.5	5e-10
1221	-0.5	5e-10
1222	-0.5	5e-10
1223	-0.5	5e-10
1224	-0.5	5e-10
1225	-0.5	5e-10
1226	-0.5	5e-10
1227	-0.5	5e-10
1228	-0.5	5e-10
1229	-0.5	5e-10
1230	-0.5	5e-10
1231	-0.5	5e-10
1232	-0.5	5e-10
1233	-0.5	5e-10
1234	-0.5	5e-10
1235	-0.5	5e-10
1236	-0.5	5e-10
1237	-0.5	5e-10
1238	-0.5	5e-10
1239	-0.5	5e-10
1240	-0.5	5e-10
1241	-0.5	5e-10
1242	-0.5	5e-10
1243	-0.5	5e-10
1244	-0.5	5e-10
1245	-0.5	5e-10
1246	-0.5	5e-10
1247	-0.5	5e-10
1248	-0.5	5e-10
1249	-0.5	5e-10
1250	-0.5	5e-10
1251	-0.5	5e-10
1252	-0.5	5e-10
1253	-0.5	5e-10
1254	-0.5	5e-10
1255	-0.5	5e-10
1256	-0.5	5e-10
1257	-0.5	5e-10
1258	-0.5	5e-10
1259	-0.5	5e-10
1260	-0.5	5e-10
1261	-0.5	5e-10
1262	-0.5	5e-10
1263	-0.5	5e-10
1264	-0.5	5e-10
1265	-0.5	5e-10
1266	-0.5	5e-10
1267	-0.5	5e-10
1268	-0.5	5e-10
1269	-0.5	5e-10
1270	-0.5	5e-10
1271	-0.5	5e-10
1272	-0.5	5e-10
1273	-0.5	5e-10
1274	-0.5	5e-10
1275	-0.5	5e-10
1276	-0.5	5e-10
1277	-0.5	5e-10
1278	-0.5	5e-10
1279	-0.5	5e-10
1280	-0.5	5e-10
1281	-0.5	5e-10
1282	-0.5	5e-10
1283	-0.5	5e-10
1284	-0.5	5e-10
1285	-0.5	5e-10
1286	-0.5	5e-10
1287	-0.5	5e-10
1288	-0.5	5e-10
1289	-0.5	5e-10
1290	-0.5	5e-10
1291	-0.5	5e-10
1292	-0.5	5e-10
1293	-0.5	5e-10
1294	-0.5	5e-10
1295	-0.5	5e-10
1296	-0.5	5e-10
1297	-0.5	5e-10
1298	-0.5	5e-10
1299	-0.5	5e-10
1300	-0.5	5e-10
1301	-0.5	5e-10
1302	-0.5	5e-10
1303	-0.5	5e-10
1304	-0.5	5e-10
1305	-0.5	5e-10
1306	-0.5	5e-10
1307	-0.5	5e-10
1308	-0.5	5e-10
1309	-0.5	5e-10
1310	-0.5	5e-10
1311	-0.5	5e-10
1312	-0.5	5e-10
1313	-0.5	5e-10
1314	-0.5	5e-10
1315	-0.5	5e-10
1316	-0.5	5e-10
1317	-0.5	5e-10
1318	-0.5	5e-10
1319	-0.5	5e-10
1320	-0.5	5e-10
1321	-0.5	5e-10
1322	-0.5	5e-10
1323	-0.5	5e-10
1324	-0.5	5e-10
1325	-0.5	5e-10
1326	-0.5	5e-10
1327	-1.0	5e-10
1328	-1.0	5e-10
1329	-1.0	5e-10
1330	-1.0	5e-10
1331	-1.0	5e-10
1332	-1.0	5e-10
1333	-1.0	5e-10
1334	-1.0	5e-10
1335	-1.0	5e-10
1336	-1.0	5e-10
1337	-1.0	5e-10
1338	-1.0	5e-10
1339	-1.0	5e-10
1340	-1.0	5e-10
1341	-1.0	5e-10
1342	-1.0	5e-10
1343	-1.0	5e-10
1344	-1.0	5e-10
1345	-1.0	5e-10
1346	-1.0	5e-10
1347	-1.0	5e-10
1348	-1.0	5e-10
1349	-1.0	5e-10
1350	-1.0	5e-10
1351	-1.0	5e-10
1352	-1.0	5e-10
1353	-1.0	5e-10
1354	-1.0	5e-10
1355	-1.0	5e-10
1356	-1.0	5e-10
1357	-1.0	5e-10
1358	-1.0	5e-10
1359	-1.0	5e-10
1360	-1.0	5e-10
1361	-1.0	5e-10
1362	-1.0	5e-10
1363	-1.0	5e-10
1364	-1.0	5e-10
1365	-1.0	5e-10
1366	-1.0	5e-10
1367	-1.0	5e-10
1368	-1.0	5e-10
1369	-1.0	5e-10
1370	-1.0	5e-10
1371	-1.0	5e-10
1372	-1.0	5e-10
1373	-1.0	5e-10
1374	-1.0	5e-10
1375	-1.0	5e-10
1376	-1.0	5e-10
1377	-1.0	5e-10
1378	-1.0	5e-10
1379	-1.0	5e-10
1380	-1.0	5e-10
1381	-1.0	5e-10
1382	-1.0	5e-10
1383	-1.0	5e-10
1384	-1.0	5e-10
1385	-1.0	5e-10
1386	-1.0	5e-10
1387	-1.0	5e-10
1388	-1.0	5e-10
1389	-1.0	5e-10
1390	-1.0	5e-10
1391	-1.0	5e-10
1392	-1.0	5e-10
1393	-1.0	5e-10
1394	-1.0	5e-10
1395	-1.0	5e-10
1396	-1.0	5e-10
1397	-1.0	5e-10
1398	-1.0	5e-10
1399	-1.0	5e-10
1400	-1.0	5e-10
1401	-1.0	5e-10
1402	-1.0	5e-10
1403	-1.0	5e-10
1404	-1.0	5e-10
1405	-1.0	5e-10
1406	-1.0	5e-10
1407	-1.0	5e-10
1408	-1.0	5e-10
1409	-1.0	5e-10
1410	-1.0	5e-10
1411	-1.0	5e-10
1412	-1.0	5e-10
1413	-1.0	5e-10
1414	-1.0	5e-10
1415	-1.0	5e-10
1416	-1.0	5e-10
1417	-1.0	5e-10
1418	-1.0	5e-10
1419	-1.0	5e-10
1420	-1.0	5e-10
1421	-1.0	5e-10
1422	-1.0	5e-10
1423	-1.0	5e-10
1424	-1.0	5e-10
1425	-1.0	5e-10
1426	-1.0	5e-10
1427	-1.0	5e-10
1428	-1.0	5e-10
1429	-1.0	5e-10
1430	-1.0	5e-10
1431	-1.0	5e-10
1432	-1.0	5e-10
1433	-1.0	5e-10
1434	-1.0	5e-10
1435	-1.0	5e-10
1436	-1.0	5e-10
1437	-1.0	5e-10
1438	-1.0	5e-10
1439	-1.0	5e-10
1440	-1.0	5e-10
1441	-1.0	5e-10
1442	-1.0	5e-10
1443	-1.0	5e-10
1444	-1.0	5e-10
1445	-1.0	5e-10
1446	-1.0	5e-10
1447	-1.0	5e-10
1448	-1.0	5e-10
1449	-1.0	5e-10
1450	-1.0	5e-10
1451	-1.0	5e-10
1452	-1.0	5e-10
1453	-1.0	5e-10
1454	-1.0	5e-10
1455	-1.0	5e-10
1456	-1.0	5e-10
1457	-1.0	5e-10
1458	-1.0	5e-10
1459	-1.0	5e-10
1460	-1.0	5e-10
1461	-1.0	5e-10
1462	-1.0	5e-10
1463	-1.0	5e-10
1464	-1.0	5e-10
1465	-1.0	5e-10
1466	-1.0	5e-10
1467	-1.0	5e-10
1468	-1.0	5e-10
1469	-1.0	5e-10
1470	-1.0	5e-10
1471	-1.0	5e-10
1472	-1.0	5e-10
1473	-1.0	5e-10
1474	-1.0	5e-10
1475	-1.0	5e-10
1476	-1.0	5e-10
1477	-1.0	5e-10
1478	-1.0	5e-10
1479	-1.0	5e-10
1480	-1.0	5e-10
1481	-1.0	5e-10
1482	-1.0	5e-10
1483	-1.0	5e-10
1484	-1.0	5e-10
1485	-1.0	5e-10
1486	-1.0	5e-10
1487	-1.0	5e-10
1488	-1.0	5e-10
1489	-1.0	5e-10
1490	-1.0	5e-10
1491	-1.0	5e-10
1492	-1.0	5e-10
1493	-1.0	5e-10
1494	-1.0	5e-10
1495	-1.0	5e-10
1496	-1.0	5e-10
1497	-1.0	5e-10
1498	-1.0	5e-10
1499	-1.0	5e-10
1500	-1.0	5e-10
1501	-1.0	5e-10
1502	-1.0	5e-10
1503	-1.0	5e-10
1504	-1.0	5e-10
1505	-1.0	5e-10
1506	-1.0	5e-10
1507	-1.0	5e-10
1508	-1.0	5e-10
1509	-1.0	5e-10
1510	-1.0	5e-10
1511	-1.0	5e-10
1512	-1.0	5e-10
1513	-1.0	5e-10
1514	-1.0	5e-10
1515	-1.0	5e-10
1516	-1.0	5e-10
1517	-1.0	5e-10
1518	-1.0	5e-10
1519	-1.0	5e-10
1520	-1.0	5e-10
1521	-1.0	5e-10
1522	-1.0	5e-10
1523	-1.0	5e-10
1524	-1.0	5e-10
1525	-1.0	5e-10
1526	-1.0	5e-10
1527	-1.0	5e-10
1528	-1.0	5e-10
1529	-1.0	5e-10
1530	-1.0	5e-10
1531	-1.0	5e-10
1532	-1.0	5e-10
1533	-1.0	5e-10
1534	-1.0	5e-10
1535	-1.0	5e-10
1536	-1.0	5e-10
1537	-1.0	5e-10
1538	-1.0	5e-10
1539	-1.0	5e-10
1540	-1.0	5e-10
1541	-1.0	5e-10
1542	-1.0	5e-10
1543	-1.0	5e-10
1544	-1.0	5e-10
1545	-1.0	5e-10
1546	-1.0	5e-10
1547	-1.0	5e-10
1548	-1.0	5e-10
1549	-1.0	5e-10
1550	-1.0	5e-10
1551	-1.0	5e-10
1552	-1.0	5e-10
1553	-1.0	5e-10
1554	-1.0	5e-10
1555	-1.0	5e-10
1556	-1.0	5e-10
1557	-1.0	5e-10
1558	-1.0	5e-10
1559	-1.0	5e-10
1560	-1.0	5e-10
1561	-1.0	5e-10
1562	-1.0	5e-10
1563	-1.0	5e-10
1564	-1.0	5e-10
1565	-1.0	5e-10
1566	-1.0	5e-10
1567	-1.0	5e-10
1568	-1.0	5e-10
1569	-1.0	5e-10
1570	-1.0	5e-10
1571	-1.0	5e-10
1572	-1.0	5e-10
1573	-1.0	5e-10
1574	-1.0	5e-10
1575	-1.0	5e-10
1576	-1.0	5e-10
1577	-1.0	5e-10
1578	-1.0	5e-10
1579	-1.0	5e-10
1580	-1.0	5e-10
1581	-1.0	5e-10
1582	-1.0	5e-10
1583	-1.0	5e-10
1584	-1.0	5e-10
1585	-1.0	5e-10
1586	-1.0	5e-10
1587	-1.0	5e-10
1588	-1.0	5e-10
1589	-1.0	5e-10
1590	-1.0	5e-10
1591	-1.0	5e-10
1592	-1.0	5e-10
1593	-1.0	5e-10
1594	-1.0	5e-10
1595	-1.0	5e-10
1596	-1.0	5e-10
1597	-1.0	5e-10
1598	-1.0	5e-10
1599	-1.0	5e-10
1600	-1.0	5e-10
1601	-1.0	5e-10
1602	-1.0	5e-10
1603	-1.0	5e-10
1604	-1.0	5e-10
1605	-1.0	5e-10
1606	-1.0	5e-10
1607	-1.0	5e-10
1608	-1.0	5e-10
1609	-1.0	5e-10
1610	-1.0	5e-10
1611	-1.0	5e-10
1612	-1.0	5e-10
1613	-1.0	5e-10
1614	-1.0	5e-10
1615	-1.0	5e-10
1616	-1.0	5e-10
1617	-1.0	5e-10
1618	-1.0	5e-10
1619	-1.0	5e-10
1620	-1.0	5e-10
1621	-1.0	5e-10
1622	-1.0	5e-10
1623	-1.0	5e-10
1624	-1.0	5e-10
1625	-1.0	5e-10
1626	-1.0	5e-10
1627	-1.0	5e-10
1628	-1.0	5e-10
1629	-1.0	5e-10
1630	-1.0	5e-10
1631	-1.0	5e-10
1632	-1.0	5e-10
1633	-1.0	5e-10
1634	-1.0	5e-10
1635	-1.0	5e-10
1636	-1.0	5e-10
1637	-1.0	5e-10
1638	-1.0	5e-10
1639	-1.0	5e-10
1640	-1.0	5e-10
1641	-1.0	5e-10
1642	-1.0	5e-10
1643	-1.0	5e-10
1644	-1.0	5e-10
1645	-1.0	5e-10
1646	-1.0	5e-10
1647	-1.0	5e-10
1648	-1.0	5e-10
1649	-1.0	5e-10
1650	-1.0	5e-10
1651	-1.0	5e-10
1652	-1.0	5e-10
1653	-1.0	5e-10
1654	-1.0	5e-10
1655	-1.0	5e-10
1656	-1.0	5e-10
1657	-1.0	5e-10
1658	-1.0	5e-10
1659	-1.0	5e-10
1660	-1.0	5e-10
1661	-1.0	5e-10
1662	-1.0	5e-10
1663	-1.0	5e-10
1664	-1.0	5e-10
1665	-1.0	5e-10
1666	-1.0	5e-10
1667	-1.0	5e-10
1668	-1.0	5e-10
1669	-1.0	5e-10
1670	-1.0	5e-10
1671	-1.0	5e-10
1672	-1.0	5e-10
1673	-1.0	5e-10
1674	-1.0	5e-10
1675	-1.0	5e-10
1676	-1.0	5e-10
1677	-1.0	5e-10
1678	-1.0	5e-10
1679	-1.0	5e-10
1680	-1.0	5e-10
1681	-1.0	5e-10
1682	-1.0	5e-10
1683	-1.0	5e-10
1684	-1.0	5e-10
1685	-1.0	5e-10
1686	-1.0	5e-10
1687	-1.0	5e-10
1688	-1.0	5e-10
1689	-1.0	5e-10
1690	-1.0	5e-10
1691	-1.0	5e-10
1692	-1.0	5e-10
1693	-1.0	5e-10
1694	-1.0	5e-10
1695	-1.0	5e-10
1696	-1.0	5e-10
1697	-1.0	5e-10
1698	-1.0	5e-10
1699	-1.0	5e-10
1700	-1.0	5e-10
1701	-1.0	5e-10
1702	-1.0	5e-10
1703	-1.0	5e-10
1704	-1.0	5e-10
1705	-1.0	5e-10
1706	-1.0	5e-10
1707	-1.0	5e-10
1708	-1.0	5e-10
1709	-1.0	5e-10
1710	-1.0	5e-10
1711	-1.0	5e-10
1712	-1.0	5e-10
1713	-1.0	5e-10
1714	-1.0	5e-10
1715	-1.0	5e-10
1716	-1.0	5e-10
1717	-1.0	5e-10
1718	-1.0	5e-10
1719	-1.0	5e-10
1720	-1.0	5e-10
1721	-1.0	5e-10
1722	-1.0	5e-10
1723	-1.0	5e-10
1724	-1.0	5e-10
1725	-1.0	5e-10
1726	-1.0	5e-10
1727	-1.0	5e-10
1728	-1.0	5e-10
1729	-1.0	5e-10
1730	-1.0	5e-10
1731	-1.0	5e-10
1732	-1.0	5e-10
1733	-1.0	5e-10
1734	-1.0	5e-10
1735	-1.0	5e-10
1736	-1.0	5e-10
1737	-1.0	5e-10
1738	-1.0	5e-10
1739	-1.0	5e-10
1740	-1.0	5e-10
1741	-1.0	5e-10
1742	-1.0	5e-10
1743	-1.0	5e-10
1744	-1.0	5e-10
1745	-1.0	5e-10
1746	-1.0	5e-10
1747	-1.0	5e-10
1748	-1.0	5e-10
1749	-1.0	5e-10
1750	-1.0	5e-10
1751	-1.0	5e-10
1752	-1.0	5e-10
1753	-1.0	5e-10
1754	-1.0	5e-10
1755	-1.0	5e-10
1756	-1.0	5e-10
1757	-1.0	5e-10
1758	-1.0	5e-10
1759	-1.0	5e-10
1760	-1.0	5e-10
1761	-1.0	5e-10
1762	-1.0	5e-10
1763	-1.0	5e-10
1764	-1.0	5e-10
1765	-1.0	5e-10
1766	-1.0	5e-10
1767	-1.0	5e-10
1768	-1.0	5e-10
1769	-1.0	5e-10
1770	-1.0	5e-10
1771	-1.0	5e-10
1772	-1.0	5e-10
1773	-1.0	5e-10
1774	-1.0	5e-10
1775	-1.0	5e-10
1776	-1.0	5e-10
1777	-1.0	5e-10
1778	-1.0	5e-10
1779	-1.0	5e-10
1780	-1.0	5e-10
1781	-1.0	5e-10
1782	-1.0	5e-10
1783	-1.0	5e-10
1784	-1.0	5e-10
1785	-1.0	5e-10
1786	-1.0	5e-10
1787	-1.0	5e-10
1788	-1.0	5e-10
1789	-1.0	5e-10
1790	-1.0	5e-10
1791	-1.0	5e-10
1792	-1.0	5e-10
1793	-1.0	5e-10
1794	-1.0	5e-10
1795	-1.0	5e-10
1796	-1.0	5e-10
1797	-1.0	5e-10
1798	-1.0	5e-10
1799	-1.0	5e-10
1800	-1.0	5e-10
1801	-1.0	5e-10
1802	-1.0	5e-10
1803	-1.0	5e-10
1804	-1.0	5e-10
1805	-1.0	5e-10
1806	-1.0	5e-10
1807	-1.0	5e-10
1808	-1.0	5e-10
1809	-1.0	5e-10
1810	-1.0	5e-10
1811	-1.0	5e-10
1812	-1.0	5e-10
1813	-1.0	5e-10
1814	-1.0	5e-10
1815	-1.0	5e-10
1816	-1.0	5e-10
1817	-1.0	5e-10
1818	-1.0	5e-10
1819	-1.0	5e-10
1820	-1.0	5e-10
1821	-1.0	5e-10
1822	-1.0	5e-10
1823	-1.0	5e-10
1824	-1.0	5e-10
1825	-1.0	5e-10
1826	-1.0	5e-10
1827	-1.0	5e-10
1828	-1.0	5e-10
1829	-1.0	5e-10
1830	-1.0	5e-10
1831	-1.0	5e-10
1832	-1.0	5e-10
1833	-1.0	5e-10
1834	-1.0	5e-10
1835	-1.0	5e-10
1836	-1.0	5e-10
1837	-1.0	5e-10
1838	-1.0	5e-10
1839	-1.0	5e-10
1840	-1.0	5e-10
1841	-1.0	5e-10
1842	-1.0	5e-10
1843	-1.0	5e-10
1844	-1.0	5e-10
1845	-1.0	5e-10
1846	-1.0	5e-10
1847	-1.0	5e-10
1848	-1.0	5e-10
1849	-1.0	5e-10
1850	-1.0	5e-10
1851	-1.0	5e-10
1852	-1.0	5e-10
1853	-1.0	5e-10
1854	-1.0	5e-10
1855	-1.0	5e-10
1856	-1.0	5e-10
1857	-1.5	5e-10
1858	-1.5	5e-10
1859	-1.5	5e-10
1860	-1.5	5e-10
1861	-1.5	5e-10
1862	-1.5	5e-10
1863	-1.5	5e-10
1864	-1.5	5e-10
1865	-1.5	5e-10
1866	-1.5	5e-10
1867	-1.5	5e-10
1868	-1.5	5e-10
1869	-1.5	5e-10
1870	-1.5	5e-10
1871	-1.5	5e-10
1872	-1.5	5e-10
1873	-1.5	5e-10
1874	-1.5	5e-10
1875	-1.5	5e-10
1876	-1.5	5e-10
1877	-1.5	5e-10
1878	-1.5	5e-10
1879	-1.5	5e-10
1880	-1.5	5e-10
1881	-1.5	5e-10
1882	-1.5	5e-10
1883	-1.5	5e-10
1884	-1.5	5e-10
1885	-1.5	5e-10
1886	-1.5	5e-10
1887	-1.5	5e-10
1888	-1.5	5e-10
1889	-1.5	5e-10
1890	-1.5	5e-10
1891	-1.5	5e-10
1892	-1.5	5e-10
1893	-1.5	5e-10
1894	-1.5	5e-10
1895	-1.5	5e-10
1896	-1.5	5e-10
1897	-1.5	5e-10
1898	-1.5	5e-10
1899	-1.5	5e-10
1900	-1.5	5e-10
1901	-1.5	5e-10
1902	-1.5	5e-10
1903	-1.5	5e-10
1904	-1.5	5e-10
1905	-1.5	5e-10
1906	-1.5	5e-10
1907	-1.5	5e-10
1908	-1.5	5e-10
1909	-1.5	5e-10
1910	-1.5	5e-10
1911	-1.5	5e-10
1912	-1.5	5e-10
1913	-1.5	5e-10
1914	-1.5	5e-10
1915	-1.5	5e-10
1916	-1.5	5e-10
1917	-1.5	5e-10
1918	-1.5	5e-10
1919	-1.5	5e-10
1920	-1.5	5e-10
1921	-1.5	5e-10
1922	-1.5	5e-10
1923	-1.5	5e-10
1924	-1.5	5e-10
1925	-1.5	5e-10
1926	-1.5	5e-10
1927	-1.5	5e-10
1928	-1.5	5e-10
1929	-1.5	5e-10
1930	-1.5	5e-10
1931	-1.5	5e-10
1932	-1.5	5e-10
1933	-1.5	5e-10
1934	-1.5	5e-10
1935	-1.5	5e-10
1936	-1.5	5e-10
1937	-1.5	5e-10
1938	-1.5	5e-10
1939	-1.5	5e-10
1940	-1.5	5e-10
1941	-1.5	5e-10
1942	-1.5	5e-10
1943	-1.5	5e-10
1944	-1.5	5e-10
1945	-1.5	5e-10
1946	-1.5	5e-10
1947	-1.5	5e-10
1948	-1.5	5e-10
1949	-1.5	5e-10
1950	-1.5	5e-10
1951	-1.5	5e-10
1952	-1.5	5e-10
1953	-1.5	5e-10
1954	-1.5	5e-10
1955	-1.5	5e-10
1956	-1.5	5e-10
1957	-1.5	5e-10
1958	-1.5	5e-10
1959	-1.5	5e-10
1960	-1.5	5e-10
1961	-1.5	5e-10
1962	-1.5	5e-10
1963	-1.5	5e-10
1964	-1.5	5e-10
1965	-1.5	5e-10
1966	-1.5	5e-10
1967	-1.5	5e-10
1968	-1.5	5e-10
1969	-1.5	5e-10
1970	-1.5	5e-10
1971	-1.5	5e-10
1972	-1.5	5e-10
1973	-1.5	5e-10
1974	-1.5	5e-10
1975	-1.5	5e-10
1976	-1.5	5e-10
1977	-1.5	5e-10
1978	-1.5	5e-10
1979	-1.5	5e-10
1980	-1.5	5e-10
1981	-1.5	5e-10
1982	-1.5	5e-10
1983	-1.5	5e-10
1984	-1.5	5e-10
1985	-1.5	5e-10
1986	-1.5	5e-10
1987	-1.5	5e-10
1988	-1.5	5e-10
1989	-1.5	5e-10
1990	-1.5	5e-10
1991	-1.5	5e-10
1992	-1.5	5e-10
1993	-1.5	5e-10
1994	-1.5	5e-10
1995	-1.5	5e-10
1996	-1.5	5e-10
1997	-1.5	5e-10
1998	-1.5	5e-10
1999	-1.5	5e-10
2000	-1.5	5e-10
2001	-1.5	5e-10
2002	-1.5	5e-10
2003	-1.5	5e-10
2004	-1.5	5e-10
2005	-1.5	5e-10
2006	-1.5	5e-10
2007	-1.5	5e-10
2008	-1.5	5e-10
2009	-1.5	5e-10
2010	-1.5	5e-10
2011	-1.5	5e-10
2012	-1.5	5e-10
2013	-1.5	5e-10
2014	-1.5	5e-10
2015	-1.5	5e-10
2016	-1.5	5e-10
2017	-1.5	5e-10
2018	-1.5	5e-10
2019	-1.5	5e-10
2020	-1.5	5e-10
2021	-1.5	5e-10
2022	-1.5	5e-10
2023	-1.5	5e-10
2024	-1.5	5e-10
2025	-1.5	5e-10
2026	-1.5	5e-10
2027	-1.5	5e-10
2028	-1.5	5e-10
2029	-1.5	5e-10
2030	-1.5	5e-10
2031	-1.5	5e-10
2032	-1.5	5e-10
2033	-1.5	5e-10
2034	-1.5	5e-10
2035	-1.5	5e-10
2036	-1.5	5e-10
2037	-1.5	5e-10
2038	-1.5	5e-10
2039	-1.5	5e-10
2040	-1.5	5e-10
2041	-1.5	5e-10
2042	-1.5	5e-10
2043	-1.5	5e-10
2044	-1.5	5e-10
2045	-1.5	5e-10
2046	-1.5	5e-10
2047	-1.5	5e-10
2048	-1.5	5e-10
2049	-1.5	5e-10
2050	-1.5	5e-10
2051	-1.5	5e-10
2052	-1.5	5e-10
2053	-1.5	5e-10
2054	-1.5	5e-10
2055	-1.5	5e-10
2056	-1.5	5e-10
2057	-1.5	5e-10
2058	-1.5	5e-10
2059	-1.5	5e-10
2060	-1.5	5e-10
2061	-1.5	5e-10
2062	-1.5	5e-10
2063	-1.5	5e-10
2064	-1.5	5e-10
2065	-1.5	5e-10
2066	-1.5	5e-10
2067	-1.5	5e-10
2068	-1.5	5e-10
2069	-1.5	5e-10
2070	-1.5	5e-10
2071	-1.5	5e-10
2072	-1.5	5e-10
2073	-1.5	5e-10
2074	-1.5	5e-10
2075	-1.5	5e-10
2076	-1.5	5e-10
2077	-1.5	5e-10
2078	-1.5	5e-10
2079	-1.5	5e-10
2080	-1.5	5e-10
2081	-1.5	5e-10
2082	-1.5	5e-10
2083	-1.5	5e-10
2084	-1.5	5e-10
2085	-1.5	5e-10
2086	-1.5	5e-10
2087	-1.5	5e-10
2088	-1.5	5e-10
2089	-1.5	5e-10
2090	-1.5	5e-10
2091	-1.5	5e-10
2092	-1.5	5e-10
2093	-1.5	5e-10
2094	-1.5	5e-10
2095	-1.5	5e-10
2096	-1.5	5e-10
2097	-1.5	5e-10
2098	-1.5	5e-10
2099	-1.5	5e-10
2100	-1.5	5e-10
2101	-1.5	5e-10
2102	-1.5	5e-10
2103	-1.5	5e-10
2104	-1.5	5e-10
2105	-1.5	5e-10
2106	-1.5	5e-10
2107	-1.5	5e-10
2108	-1.5	5e-10
2109	-1.5	5e-10
2110	-1.5	5e-10
2111	-1.5	5e-10
2112	-1.5	5e-10
2113	-1.5	5e-10
2114	-1.5	5e-10
2115	-1.5	5e-10
2116	-1.5	5e-10
2117	-1.5	5e-10
2118	-1.5	5e-10
2119	-1.5	5e-10
2120	-1.5	5e-10
2121	-1.5	5e-10
2122	-1.5	5e-10
2123	-1.5	5e-10
2124	-1.5	5e-10
2125	-1.5	5e-10
2126	-1.5	5e-10
2127	-1.5	5e-10
2128	-1.5	5e-10
2129	-1.5	5e-10
2130	-1.5	5e-10
2131	-1.5	5e-10
2132	-1.5	5e-10
2133	-1.5	5e-10
2134	-1.5	5e-10
2135	-1.5	5e-10
2136	-1.5	5e-10
2137	-1.5	5e-10
2138	-1.5	5e-10
2139	-1.5	5e-10
2140	-1.5	5e-10
2141	-1.5	5e-10
2142	-1.5	5e-10
2143	-1.5	5e-10
2144	-1.5	5e-10
2145	-1.5	5e-10
2146	-1.5	5e-10
2147	-1.5	5e-10
2148	-1.5	5e-10
2149	-1.5	5e-10
2150	-1.5	5e-10
2151	-1.5	5e-10
2152	-1.5	5e-10
2153	-1.5	5e-10
2154	-1.5	5e-10
2155	-1.5	5e-10
2156	-1.5	5e-10
2157	-1.5	5e-10
2158	-1.5	5e-10
2159	-1.5	5e-10
2160	-1.5	5e-10
2161	-1.5	5e-10
2162	-1.5	5e-10
2163	-1.5	5e-10
2164	-1.5	5e-10
2165	-1.5	5e-10
2166	-1.5	5e-10
2167	-1.5	5e-10
2168	-1.5	5e-10
2169	-1.5	5e-10
2170	-1.5	5e-10
2171	-1.5	5e-10
2172	-1.5	5e-10
2173	-1.5	5e-10
2174	-1.5	5e-10
2175	-1.5	5e-10
2176	-1.5	5e-10
2177	-1.5	5e-10
2178	-1.5	5e-10
2179	-1.5	5e-10
2180	-1.5	5e-10
2181	-1.5	5e-10
2182	-1.5	5e-10
2183	-1.5	5e-10
2184	-1.5	5e-10
2185	-1.5	5e-10
2186	-1.5	5e-10
2187	-1.5	5e-10
2188	-1.5	5e-10
2189	-1.5	5e-10
2190	-1.5	5e-10
2191	-1.5	5e-10
2192	-1.5	5e-10
2193	-1.5	5e-10
2194	-1.5	5e-10
2195	-1.5	5e-10
2196	-1.5	5e-10
2197	-1.5	5e-10
2198	-1.5	5e-10
2199	-1.5	5e-10
2200	-1.5	5e-10
2201	-1.5	5e-10
2202	-1.5	5e-10
2203	-1.5	5e-10
2204	-1.5	5e-10
2205	-1.5	5e-10
2206	-1.5	5e-10
2207	-1.5	5e-10
2208	-1.5	5e-10
2209	-1.5	5e-10
2210	-1.5	5e-10
2211	-1.5	5e-10
2212	-1.5	5e-10
2213	-1.5	5e-10
2214	-1.5	5e-10
2215	-1.5	5e-10
2216	-1.5	5e-10
2217	-1.5	5e-10
2218	-1.5	5e-10
2219	-1.5	5e-10
2220	-1.5	5e-10
2221	-1.5	5e-10
2222	-1.5	5e-10
2223	-1.5	5e-10
2224	-1.5	5e-10
2225	-1.5	5e-10
2226	-1.5	5e-10
2227	-1.5	5e-10
2228	-1.5	5e-10
2229	-1.5	5e-10
2230	-1.5	5e-10
2231	-1.5	5e-10
2232	-1.5	5e-10
2233	-1.5	5e-10
2234	-1.5	5e-10
2235	-1.5	5e-10
2236	-1.5	5e-10
2237	-1.5	5e-10
2238	-1.5	5e-10
2239	-1.5	5e-10
2240	-1.5	5e-10
2241	-1.5	5e-10
2242	-1.5	5e-10
2243	-1.5	5e-10
2244	-1.5	5e-10
2245	-1.5	5e-10
2246	-1.5	5e-10
2247	-1.5	5e-10
2248	-1.5	5e-10
2249	-1.5	5e-10
2250	-1.5	5e-10
2251	-1.5	5e-10
2252	-1.5	5e-10
2253	-1.5	5e-10
2254	-1.5	5e-10
2255	-1.5	5e-10
2256	-1.5	5e-10
2257	-1.5	5e-10
2258	-1.5	5e-10
2259	-1.5	5e-10
2260	-1.5	5e-10
2261	-1.5	5e-10
2262	-1.5	5e-10
2263	-1.5	5e-10
2264	-1.5	5e-10
2265	-1.5	5e-10
2266	-1.5	5e-10
2267	-1.5	5e-10
2268	-1.5	5e-10
2269	-1.5	5e-10
2270	-1.5	5e-10
2271	-1.5	5e-10
2272	-1.5	5e-10
2273	-1.5	5e-10
2274	-1.5	5e-10
2275	-1.5	5e-10
2276	-1.5	5e-10
2277	-1.5	5e-10
2278	-1.5	5e-10
2279	-1.5	5e-10
2280	-1.5	5e-10
2281	-1.5	5e-10
2282	-1.5	5e-10
2283	-1.5	5e-10
2284	-1.5	5e-10
2285	-1.5	5e-10
2286	-1.5	5e-10
2287	-1.5	5e-10
2288	-1.5	5e-10
2289	-1.5	5e-10
2290	-1.5	5e-10
2291	-1.5	5e-10
2292	-1.5	5e-10
