Time - Voltage_0	Piezo spanning  (Volt) - Voltage_0	
18.247	0.012207	
18.248	0.00900269	
18.249	0.00366211	
18.25	-0.000610352	
18.251	-0.00534058	
18.252	-0.00991821	
18.253	-0.0125122	
18.254	-0.0135803	
18.255	-0.0144958	
18.256	-0.0138855	
18.257	-0.0105286	
18.258	-0.00778198	
18.259	-0.00183105	
18.26	0.00259399	
18.261	0.00656128	
18.262	0.0112915	
18.263	0.0141907	
18.264	0.0157166	
18.265	0.0160217	
18.266	0.0154114	
18.267	0.0126648	
18.268	0.00946045	
18.269	0.00411987	
18.27	0	
18.271	-0.00488281	
18.272	-0.00976562	
18.273	-0.012207	
18.274	-0.0134277	
18.275	-0.0137329	
18.276	-0.0131226	
18.277	-0.0109863	
18.278	-0.00762939	
18.279	-0.00244141	
18.28	0.00228882	
18.281	0.00640869	
18.282	0.0111389	
18.283	0.0138855	
18.284	0.0154114	
18.285	0.0158691	
18.286	0.0149536	
18.287	0.012207	
18.288	0.00900269	
18.289	0.00411987	
18.29	-0.000610352	
18.291	-0.00473022	
18.292	-0.00946045	
18.293	-0.012207	
18.294	-0.0134277	
18.295	-0.0137329	
18.296	-0.0132751	
18.297	-0.0105286	
18.298	-0.00762939	
18.299	-0.00259399	
18.3	0.00183105	
18.301	0.00610352	
18.302	0.0111389	
18.303	0.0141907	
18.304	0.0152588	
18.305	0.0152588	
18.306	0.0146484	
18.307	0.0117493	
18.308	0.00915527	
18.309	0.00457764	
18.31	-0.000762939	
18.311	-0.00473022	
18.312	-0.00915527	
18.313	-0.0115967	
18.314	-0.0135803	
18.315	-0.0135803	
18.316	-0.0137329	
18.317	-0.0108337	
18.318	-0.00732422	
18.319	-0.00244141	
18.32	0.00198364	
18.321	0.0062561	
18.322	0.0111389	
18.323	0.0140381	
18.324	0.0154114	
18.325	0.0160217	
18.326	0.014801	
18.327	0.0123596	
18.328	0.00961304	
18.329	0.00427246	
18.33	0	
18.331	-0.00411987	
18.332	-0.00915527	
18.333	-0.0125122	
18.334	-0.0135803	
18.335	-0.0141907	
18.336	-0.01297	
18.337	-0.0108337	
18.338	-0.00778198	
18.339	-0.00289917	
18.34	0.00198364	
18.341	0.00640869	
18.342	0.0109863	
18.343	0.0141907	
18.344	0.0152588	
18.345	0.0157166	
18.346	0.0151062	
18.347	0.0119019	
18.348	0.00915527	
18.349	0.00427246	
18.35	0	
18.351	-0.00518799	
18.352	-0.00976562	
18.353	-0.01297	
18.354	-0.0138855	
18.355	-0.0146484	
18.356	-0.0137329	
18.357	-0.010376	
18.358	-0.00762939	
18.359	-0.00244141	
18.36	0.00183105	
18.361	0.00671387	
18.362	0.0109863	
18.363	0.0140381	
18.364	0.0146484	
18.365	0.0152588	
18.366	0.0149536	
18.367	0.0119019	
18.368	0.0088501	
18.369	0.00366211	
18.37	-0.000457764	
18.371	-0.00473022	
18.372	-0.00915527	
18.373	-0.012207	
18.374	-0.0134277	
18.375	-0.0143433	
18.376	-0.0135803	
18.377	-0.00976562	
18.378	-0.00656128	
18.379	-0.00228882	
18.38	0.00183105	
18.381	0.0062561	
18.382	0.0111389	
18.383	0.0135803	
18.384	0.0144958	
18.385	0.0152588	
18.386	0.014801	
18.387	0.0117493	
18.388	0.00869751	
18.389	0.00411987	
18.39	-0.000152588	
18.391	-0.00488281	
18.392	-0.00946045	
18.393	-0.0120544	
18.394	-0.0132751	
18.395	-0.0135803	
18.396	-0.0128174	
18.397	-0.00961304	
18.398	-0.00732422	
18.399	-0.00213623	
18.4	0.00167847	
18.401	0.00610352	
18.402	0.0100708	
18.403	0.0137329	
18.404	0.0144958	
18.405	0.0152588	
18.406	0.0149536	
18.407	0.0119019	
18.408	0.00808716	
18.409	0.00335693	
18.41	-0.000610352	
18.411	-0.00457764	
18.412	-0.00930786	
18.413	-0.0117493	
18.414	-0.0134277	
18.415	-0.0137329	
18.416	-0.0128174	
18.417	-0.0100708	
18.418	-0.00732422	
18.419	-0.00228882	
18.42	0.00152588	
18.421	0.00579834	
18.422	0.0105286	
18.423	0.0131226	
18.424	0.0151062	
18.425	0.0154114	
18.426	0.0149536	
18.427	0.0115967	
18.428	0.0088501	
18.429	0.00335693	
18.43	-0.000152588	
18.431	-0.00411987	
18.432	-0.00823975	
18.433	-0.0111389	
18.434	-0.0131226	
18.435	-0.0134277	
18.436	-0.0131226	
18.437	-0.00961304	
18.438	-0.00717163	
18.439	-0.00244141	
18.44	0.00244141	
18.441	0.00640869	
18.442	0.0106812	
18.443	0.0128174	
18.444	0.0146484	
18.445	0.0144958	
18.446	0.0143433	
18.447	0.012207	
18.448	0.00915527	
18.449	0.00427246	
18.45	0.000305176	
18.451	-0.00427246	
18.452	-0.00900269	
18.453	-0.0115967	
18.454	-0.0134277	
18.455	-0.0135803	
18.456	-0.0131226	
18.457	-0.00991821	
18.458	-0.00701904	
18.459	-0.00244141	
18.46	0.00183105	
18.461	0.00564575	
18.462	0.0100708	
18.463	0.0123596	
18.464	0.0141907	
18.465	0.014801	
18.466	0.0141907	
18.467	0.0119019	
18.468	0.00915527	
18.469	0.00457764	
18.47	0.000152588	
18.471	-0.00427246	
18.472	-0.00961304	
18.473	-0.0117493	
18.474	-0.0134277	
18.475	-0.0131226	
18.476	-0.0125122	
18.477	-0.00976562	
18.478	-0.00686646	
18.479	-0.00244141	
18.48	0.00167847	
18.481	0.00518799	
18.482	0.00991821	
18.483	0.0126648	
18.484	0.014801	
18.485	0.0158691	
18.486	0.0158691	
18.487	0.0125122	
18.488	0.00854492	
18.489	0.00335693	
18.49	-0.000610352	
18.491	-0.00396729	
18.492	-0.00839233	
18.493	-0.0108337	
18.494	-0.0128174	
18.495	-0.0134277	
18.496	-0.0128174	
18.497	-0.00976562	
18.498	-0.00656128	
18.499	-0.00259399	
18.5	0.0012207	
18.501	0.0050354	
18.502	0.0105286	
18.503	0.0134277	
18.504	0.0154114	
18.505	0.0152588	
18.506	0.0141907	
18.507	0.0111389	
18.508	0.00778198	
18.509	0.00350952	
18.51	-0.000610352	
18.511	-0.00396729	
18.512	-0.00839233	
18.513	-0.0111389	
18.514	-0.0126648	
18.515	-0.0134277	
18.516	-0.0126648	
18.517	-0.0108337	
18.518	-0.00747681	
18.519	-0.00289917	
18.52	0.00167847	
18.521	0.00610352	
18.522	0.0108337	
18.523	0.0128174	
18.524	0.0143433	
18.525	0.014801	
18.526	0.0143433	
18.527	0.0109863	
18.528	0.00823975	
18.529	0.00259399	
18.53	0.000152588	
18.531	-0.00396729	
18.532	-0.00732422	
18.533	-0.0111389	
18.534	-0.0123596	
18.535	-0.0138855	
18.536	-0.0126648	
18.537	-0.0102234	
18.538	-0.00762939	
18.539	-0.00366211	
18.54	0.00198364	
18.541	0.0062561	
18.542	0.0114441	
18.543	0.0144958	
18.544	0.0154114	
18.545	0.0152588	
18.546	0.0137329	
18.547	0.0117493	
18.548	0.0062561	
18.549	0.00320435	
18.55	-0.000305176	
18.551	-0.00228882	
18.552	-0.00656128	
18.553	-0.00991821	
18.554	-0.0117493	
18.555	-0.0140381	
18.556	-0.0140381	
18.557	-0.0120544	
18.558	-0.00946045	
18.559	-0.00350952	
18.56	0.00289917	
18.561	0.00946045	
18.562	0.012207	
18.563	0.0137329	
18.564	0.0144958	
18.565	0.0135803	
18.566	0.0114441	
18.567	0.0100708	
18.568	0.00686646	
18.569	0.00366211	
18.57	0.00411987	
18.571	-0.000457764	
18.572	-0.00732422	
18.573	-0.0114441	
18.574	-0.0138855	
18.575	-0.0166321	
18.576	-0.0164795	
18.577	-0.0111389	
18.578	-0.00747681	
18.579	0.000762939	
18.58	0.0062561	
18.581	0.00808716	
18.582	0.00961304	
18.583	0.0109863	
18.584	0.0115967	
18.585	0.0119019	
18.586	0.0123596	
18.587	0.0120544	
18.588	0.0120544	
18.589	0.00839233	
18.59	0.00350952	
18.591	-0.00366211	
18.592	-0.0106812	
18.593	-0.0140381	
18.594	-0.0166321	
18.595	-0.0152588	
18.596	-0.0120544	
18.597	-0.00656128	
18.598	-0.00488281	
18.599	0.00106812	
18.6	0.00244141	
18.601	0.00366211	
18.602	0.00732422	
18.603	0.00991821	
18.604	0.0123596	
18.605	0.0161743	
18.606	0.018158	
18.607	0.0144958	
18.608	0.012207	
18.609	0.00564575	
18.61	-0.00228882	
18.611	-0.00656128	
18.612	-0.0115967	
18.613	-0.0134277	
18.614	-0.0126648	
18.615	-0.0105286	
18.616	-0.0111389	
18.617	-0.00793457	
18.618	-0.00640869	
18.619	-0.00473022	
18.62	-0.00106812	
18.621	0.00320435	
18.622	0.00946045	
18.623	0.0143433	
18.624	0.0161743	
18.625	0.0166321	
18.626	0.0166321	
18.627	0.0123596	
18.628	0.00793457	
18.629	0.00183105	
18.63	-0.000610352	
18.631	-0.00427246	
18.632	-0.00747681	
18.633	-0.00976562	
18.634	-0.0125122	
18.635	-0.0134277	
18.636	-0.0140381	
18.637	-0.0115967	
18.638	-0.00854492	
18.639	-0.00259399	
18.64	0.00244141	
18.641	0.00747681	
18.642	0.0117493	
18.643	0.0132751	
18.644	0.0141907	
18.645	0.0143433	
18.646	0.0137329	
18.647	0.0119019	
18.648	0.00991821	
18.649	0.00610352	
18.65	0.00198364	
