Time - Voltage_0	Piezo spanning  (Volt) - Voltage_0	
17.575	-0.00762939	
17.576	-0.0117493	
17.577	-0.01297	
17.578	-0.0141907	
17.579	-0.0141907	
17.58	-0.0128174	
17.581	-0.00930786	
17.582	-0.00488281	
17.583	0	
17.584	0.00442505	
17.585	0.00946045	
17.586	0.0135803	
17.587	0.0141907	
17.588	0.0151062	
17.589	0.0152588	
17.59	0.0143433	
17.591	0.0114441	
17.592	0.00747681	
17.593	0.00137329	
17.594	-0.00320435	
17.595	-0.00717163	
17.596	-0.0131226	
17.597	-0.0144958	
17.598	-0.0149536	
17.599	-0.0143433	
17.6	-0.0125122	
17.601	-0.00976562	
17.602	-0.00579834	
17.603	-0.000915527	
17.604	0.00274658	
17.605	0.00808716	
17.606	0.0134277	
17.607	0.0143433	
17.608	0.0157166	
17.609	0.0160217	
17.61	0.0146484	
17.611	0.0120544	
17.612	0.00717163	
17.613	0.00137329	
17.614	-0.00289917	
17.615	-0.00747681	
17.616	-0.012207	
17.617	-0.0141907	
17.618	-0.0158691	
17.619	-0.0154114	
17.62	-0.0119019	
17.621	-0.00839233	
17.622	-0.0050354	
17.623	-0.000762939	
17.624	0.00366211	
17.625	0.00869751	
17.626	0.0140381	
17.627	0.0146484	
17.628	0.0164795	
17.629	0.0160217	
17.63	0.0151062	
17.631	0.0119019	
17.632	0.00762939	
17.633	0.00198364	
17.634	-0.00274658	
17.635	-0.00717163	
17.636	-0.0114441	
17.637	-0.0134277	
17.638	-0.0154114	
17.639	-0.0151062	
17.64	-0.0135803	
17.641	-0.0106812	
17.642	-0.00701904	
17.643	-0.0012207	
17.644	0.00457764	
17.645	0.0105286	
17.646	0.0152588	
17.647	0.0158691	
17.648	0.0164795	
17.649	0.0166321	
17.65	0.0146484	
17.651	0.0112915	
17.652	0.00747681	
17.653	0.00213623	
17.654	-0.00259399	
17.655	-0.00762939	
17.656	-0.0131226	
17.657	-0.014801	
17.658	-0.0160217	
17.659	-0.0158691	
17.66	-0.0138855	
17.661	-0.010376	
17.662	-0.00595093	
17.663	0.000152588	
17.664	0.00457764	
17.665	0.00961304	
17.666	0.0138855	
17.667	0.0146484	
17.668	0.0169373	
17.669	0.0170898	
17.67	0.0157166	
17.671	0.0126648	
17.672	0.00854492	
17.673	0.00228882	
17.674	-0.00183105	
17.675	-0.00793457	
17.676	-0.0132751	
17.677	-0.0144958	
17.678	-0.0164795	
17.679	-0.0149536	
17.68	-0.0120544	
