Time - Voltage	Piezo spanning  (Volt) - Voltage	
0	-0.165558	
0.001	0.147247	
0.002	-0.166168	
0.003	0.147705	
0.004	-0.164795	
0.005	0.14801	
0.006	-0.164948	
0.007	0.148163	
0.008	-0.164948	
0.009	0.147705	
0.01	-0.166016	
0.011	0.147247	
0.012	-0.164032	
0.013	0.147705	
0.014	-0.164642	
0.015	0.146942	
0.016	-0.16571	
0.017	0.147247	
0.018	-0.1651	
0.019	0.147552	
0.02	-0.1651	
0.021	0.14679	
0.022	-0.166473	
0.023	0.147552	
0.024	-0.165253	
0.025	0.14801	
0.026	-0.16449	
0.027	0.14801	
0.028	-0.165558	
0.029	0.147095	
0.03	-0.165558	
0.031	0.14801	
0.032	-0.16449	
0.033	0.14801	
0.034	-0.164642	
0.035	0.147095	
0.036	-0.166016	
0.037	0.1474	
0.038	-0.164948	
0.039	0.147247	
0.04	-0.165558	
0.041	0.146942	
0.042	-0.166016	
0.043	0.147858	
0.044	-0.16571	
0.045	0.148163	
0.046	-0.1651	
0.047	0.147552	
0.048	-0.166016	
0.049	0.146942	
0.05	-0.16449	
0.051	0.147705	
0.052	-0.163879	
0.053	0.148315	
0.054	-0.1651	
0.055	0.146484	
0.056	-0.165405	
0.057	0.147858	
0.058	-0.164642	
0.059	0.148163	
0.06	-0.165405	
0.061	0.146637	
0.062	-0.165253	
0.063	0.147095	
0.064	-0.1651	
0.065	0.148468	
0.066	-0.164642	
0.067	0.147247	
0.068	-0.166321	
0.069	0.148315	
0.07	-0.1651	
0.071	0.147552	
0.072	-0.164948	
0.073	0.148773	
0.074	-0.164642	
0.075	0.14679	
0.076	-0.166016	
0.077	0.147552	
0.078	-0.164185	
0.079	0.147705	
0.08	-0.165863	
0.081	0.147705	
0.082	-0.166321	
0.083	0.147552	
0.084	-0.16571	
0.085	0.14801	
0.086	-0.16449	
0.087	0.147705	
0.088	-0.165253	
0.089	0.1474	
0.09	-0.165558	
0.091	0.147858	
0.092	-0.163879	
0.093	0.148163	
0.094	-0.164642	
0.095	0.147095	
0.096	-0.165558	
0.097	0.147095	
0.098	-0.1651	
0.099	0.147095	
0.1	-0.164948	
0.101	0.147095	
0.102	-0.166473	
0.103	0.146942	
0.104	-0.166016	
0.105	0.14801	
0.106	-0.164795	
0.107	0.148926	
0.108	-0.165253	
0.109	0.147095	
0.11	-0.165863	
0.111	0.148163	
0.112	-0.16449	
0.113	0.148163	
0.114	-0.164948	
0.115	0.147095	
0.116	-0.16571	
0.117	0.147705	
0.118	-0.16571	
0.119	0.147705	
0.12	-0.165405	
0.121	0.1474	
0.122	-0.166931	
0.123	0.14801	
0.124	-0.166321	
0.125	0.148315	
0.126	-0.1651	
0.127	0.149231	
0.128	-0.16571	
0.129	0.148315	
0.13	-0.16571	
0.131	0.147095	
0.132	-0.164032	
0.133	0.148315	
0.134	-0.165405	
0.135	0.147552	
0.136	-0.165405	
0.137	0.148468	
0.138	-0.165558	
0.139	0.1474	
0.14	-0.1651	
0.141	0.1474	
0.142	-0.16571	
0.143	0.147247	
0.144	-0.165253	
0.145	0.148773	
0.146	-0.164948	
0.147	0.147705	
0.148	-0.164948	
0.149	0.1474	
0.15	-0.16571	
0.151	0.148468	
0.152	-0.164337	
0.153	0.148163	
0.154	-0.165253	
0.155	0.146484	
0.156	-0.16571	
0.157	0.147552	
0.158	-0.164795	
0.159	0.148468	
0.16	-0.166321	
0.161	0.14801	
0.162	-0.166321	
0.163	0.147247	
0.164	-0.166016	
0.165	0.148315	
0.166	-0.164185	
0.167	0.147247	
0.168	-0.165405	
0.169	0.146637	
0.17	-0.165405	
0.171	0.148315	
0.172	-0.164642	
0.173	0.148468	
0.174	-0.164642	
0.175	0.147095	
0.176	-0.165863	
0.177	0.148468	
0.178	-0.164337	
0.179	0.1474	
0.18	-0.166016	
0.181	0.147095	
0.182	-0.166626	
0.183	0.148315	
0.184	-0.166168	
0.185	0.148163	
0.186	-0.165558	
0.187	0.148773	
0.188	-0.165405	
0.189	0.147247	
0.19	-0.166016	
0.191	0.147858	
0.192	-0.164948	
0.193	0.148621	
0.194	-0.164795	
0.195	0.147095	
0.196	-0.166016	
0.197	0.147705	
0.198	-0.164795	
0.199	0.148163	
0.2	-0.165558	
0.201	0.146637	
0.202	-0.166321	
0.203	0.147858	
0.204	-0.165253	
0.205	0.148468	
0.206	-0.165253	
0.207	0.148315	
0.208	-0.166016	
0.209	0.148468	
0.21	-0.165863	
0.211	0.148315	
0.212	-0.164642	
0.213	0.148315	
0.214	-0.1651	
0.215	0.147247	
0.216	-0.1651	
0.217	0.147552	
0.218	-0.164948	
0.219	0.14801	
0.22	-0.16571	
0.221	0.14801	
0.222	-0.167084	
0.223	0.1474	
0.224	-0.165863	
0.225	0.148926	
0.226	-0.1651	
0.227	0.147705	
0.228	-0.165863	
0.229	0.147247	
0.23	-0.164948	
0.231	0.148621	
0.232	-0.16449	
0.233	0.147858	
0.234	-0.164948	
0.235	0.147247	
0.236	-0.166016	
0.237	0.148315	
0.238	-0.165405	
0.239	0.1474	
0.24	-0.164948	
0.241	0.146484	
0.242	-0.166931	
0.243	0.14801	
0.244	-0.166016	
0.245	0.148468	
0.246	-0.165253	
0.247	0.146637	
0.248	-0.166473	
0.249	0.148163	
0.25	-0.165558	
0.251	0.147858	
0.252	-0.164795	
0.253	0.148621	
0.254	-0.16449	
0.255	0.148163	
0.256	-0.165558	
0.257	0.148315	
0.258	-0.165253	
0.259	0.148468	
0.26	-0.165253	
0.261	0.14801	
0.262	-0.167084	
0.263	0.147705	
0.264	-0.166168	
0.265	0.148163	
0.266	-0.164032	
0.267	0.148773	
0.268	-0.166321	
0.269	0.147247	
0.27	-0.166321	
0.271	0.147552	
0.272	-0.163727	
0.273	0.148621	
0.274	-0.164337	
0.275	0.148163	
