Time - Voltage	Piezo spanning  (Volt) - Voltage	
0	0.259247	
0.001	0.272675	
0.002	0.279846	
0.003	0.279846	
0.004	0.272217	
0.005	0.258484	
0.006	0.237732	
0.007	0.210114	
0.008	0.179749	
0.009	0.14328	
0.01	0.105133	
0.011	0.0622559	
0.012	0.018158	
0.013	-0.0268555	
0.014	-0.0689697	
0.015	-0.112457	
0.016	-0.150452	
0.017	-0.185852	
0.018	-0.217133	
0.019	-0.244598	
0.02	-0.263367	
0.021	-0.276947	
0.022	-0.284424	
0.023	-0.28183	
0.024	-0.275726	
0.025	-0.26123	
0.026	-0.241547	
0.027	-0.215607	
0.028	-0.184021	
0.029	-0.148621	
0.03	-0.108032	
0.031	-0.0660706	
0.032	-0.0227356	
0.033	0.0212097	
0.034	0.0650024	
0.035	0.107269	
0.036	0.146332	
0.037	0.1828	
0.038	0.214233	
0.039	0.240021	
0.04	0.259552	
0.041	0.272675	
0.042	0.279083	
0.043	0.280151	
0.044	0.272827	
0.045	0.258331	
0.046	0.23819	
0.047	0.210571	
0.048	0.179443	
0.049	0.144043	
0.05	0.105896	
0.051	0.0619507	
0.052	0.0177002	
0.053	-0.0257874	
0.054	-0.0692749	
0.055	-0.112152	
0.056	-0.150909	
0.057	-0.185547	
0.058	-0.216827	
0.059	-0.243378	
0.06	-0.263367	
0.061	-0.277863	
0.062	-0.285187	
0.063	-0.28244	
0.064	-0.276031	
0.065	-0.261688	
0.066	-0.241547	
0.067	-0.215454	
0.068	-0.185547	
0.069	-0.148468	
0.07	-0.107727	
0.071	-0.0657654	
0.072	-0.0233459	
0.073	0.0209045	
0.074	0.0654602	
0.075	0.106812	
0.076	0.146637	
0.077	0.183563	
0.078	0.214233	
0.079	0.23941	
0.08	0.258789	
0.081	0.272522	
0.082	0.279541	
0.083	0.279541	
0.084	0.272217	
0.085	0.258942	
0.086	0.238342	
0.087	0.210571	
0.088	0.179291	
0.089	0.14389	
0.09	0.105286	
0.091	0.0622559	
0.092	0.0183105	
0.093	-0.0268555	
0.094	-0.0704956	
0.095	-0.111237	
0.096	-0.149536	
0.097	-0.185394	
0.098	-0.217743	
0.099	-0.243225	
0.1	-0.263062	
0.101	-0.2771	
0.102	-0.284576	
0.103	-0.283203	
0.104	-0.275726	
0.105	-0.261078	
0.106	-0.241852	
0.107	-0.215302	
0.108	-0.184937	
0.109	-0.14679	
0.11	-0.109253	
0.111	-0.0668335	
0.112	-0.0224304	
0.113	0.0219727	
0.114	0.0646973	
0.115	0.106812	
0.116	0.146942	
0.117	0.183105	
0.118	0.214386	
0.119	0.239105	
0.12	0.258484	
0.121	0.272522	
0.122	0.279999	
0.123	0.279236	
0.124	0.272064	
0.125	0.258636	
0.126	0.23819	
0.127	0.211487	
0.128	0.179596	
0.129	0.143738	
0.13	0.104675	
0.131	0.0622559	
0.132	0.0192261	
0.133	-0.0274658	
0.134	-0.0694275	
0.135	-0.111694	
0.136	-0.15152	
0.137	-0.18631	
0.138	-0.217285	
0.139	-0.243073	
0.14	-0.263977	
0.141	-0.277863	
0.142	-0.283966	
0.143	-0.283051	
0.144	-0.276489	
0.145	-0.260925	
0.146	-0.241089	
0.147	-0.21637	
0.148	-0.184784	
0.149	-0.147858	
0.15	-0.10849	
0.151	-0.0656128	
0.152	-0.0222778	
0.153	0.0204468	
0.154	0.065155	
0.155	0.107269	
0.156	0.147247	
0.157	0.183258	
0.158	0.213928	
0.159	0.240021	
0.16	0.259094	
0.161	0.272064	
0.162	0.280151	
0.163	0.279541	
0.164	0.273285	
0.165	0.258942	
0.166	0.237885	
0.167	0.211487	
0.168	0.179749	
0.169	0.143585	
0.17	0.104523	
0.171	0.0628662	
0.172	0.0187683	
0.173	-0.027771	
0.174	-0.0700378	
0.175	-0.111542	
0.176	-0.150604	
0.177	-0.185242	
0.178	-0.21698	
0.179	-0.243835	
0.18	-0.263977	
0.181	-0.277405	
0.182	-0.284576	
0.183	-0.282898	
0.184	-0.275879	
0.185	-0.261383	
0.186	-0.241394	
0.187	-0.215759	
0.188	-0.184021	
0.189	-0.147705	
0.19	-0.10849	
0.191	-0.0666809	
0.192	-0.0219727	
0.193	0.0212097	
0.194	0.0656128	
0.195	0.107117	
0.196	0.146179	
0.197	0.184021	
0.198	0.213623	
0.199	0.239563	
0.2	0.258942	
0.201	0.273132	
0.202	0.279388	
0.203	0.279541	
0.204	0.272064	
0.205	0.259247	
0.206	0.23819	
0.207	0.210571	
0.208	0.179291	
0.209	0.144501	
0.21	0.104065	
0.211	0.0622559	
0.212	0.0189209	
0.213	-0.0270081	
0.214	-0.0691223	
0.215	-0.111084	
0.216	-0.150146	
0.217	-0.186157	
0.218	-0.215912	
0.219	-0.243073	
0.22	-0.263367	
0.221	-0.27771	
0.222	-0.284271	
0.223	-0.283356	
0.224	-0.275574	
0.225	-0.261536	
0.226	-0.241547	
0.227	-0.216217	
0.228	-0.185242	
0.229	-0.1474	
0.23	-0.10849	
0.231	-0.0660706	
0.232	-0.0224304	
0.233	0.0202942	
0.234	0.065918	
0.235	0.106506	
0.236	0.146179	
0.237	0.183716	
0.238	0.213776	
0.239	0.239868	
0.24	0.258636	
0.241	0.272827	
0.242	0.278931	
0.243	0.280457	
0.244	0.272369	
0.245	0.258942	
0.246	0.237579	
0.247	0.210419	
0.248	0.180359	
0.249	0.144196	
0.25	0.104828	
0.251	0.0624084	
0.252	0.0183105	
0.253	-0.0268555	
0.254	-0.0691223	
0.255	-0.112	
0.256	-0.15152	
0.257	-0.185699	
0.258	-0.217285	
0.259	-0.243378	
0.26	-0.263672	
0.261	-0.27771	
0.262	-0.283661	
0.263	-0.283508	
0.264	-0.275269	
0.265	-0.262146	
0.266	-0.242004	
0.267	-0.214996	
0.268	-0.185089	
0.269	-0.147247	
0.27	-0.108795	
0.271	-0.065155	
0.272	-0.022583	
0.273	0.0204468	
0.274	0.0654602	
0.275	0.107574	
0.276	0.147247	
0.277	0.183716	
0.278	0.213623	
0.279	0.239868	
0.28	0.259552	
0.281	0.272675	
0.282	0.279236	
0.283	0.279694	
0.284	0.271759	
0.285	0.258484	
0.286	0.238647	
0.287	0.209656	
0.288	0.179901	
0.289	0.144196	
0.29	0.104828	
0.291	0.0613403	
0.292	0.0189209	
0.293	-0.0270081	
0.294	-0.0692749	
0.295	-0.111847	
0.296	-0.150909	
0.297	-0.18631	
0.298	-0.216522	
0.299	-0.24292	
0.3	-0.263519	
0.301	-0.27771	
0.302	-0.284729	
0.303	-0.283051	
0.304	-0.275116	
0.305	-0.261383	
0.306	-0.241089	
0.307	-0.215912	
0.308	-0.184631	
0.309	-0.147705	
0.31	-0.108795	
0.311	-0.0662231	
0.312	-0.022583	
0.313	0.0209045	
0.314	0.0648499	
0.315	0.107422	
0.316	0.146332	
0.317	0.183258	
0.318	0.213776	
0.319	0.239868	
0.32	0.258636	
0.321	0.271912	
0.322	0.279846	
0.323	0.279541	
0.324	0.272522	
0.325	0.258636	
0.326	0.237732	
0.327	0.210724	
0.328	0.180511	
0.329	0.144043	
0.33	0.105133	
0.331	0.062561	
0.332	0.0189209	
0.333	-0.0273132	
0.334	-0.0691223	
0.335	-0.112	
0.336	-0.150604	
0.337	-0.186157	
0.338	-0.217285	
0.339	-0.243073	
0.34	-0.263977	
0.341	-0.277557	
0.342	-0.283661	
0.343	-0.282898	
0.344	-0.276031	
0.345	-0.261536	
0.346	-0.242004	
0.347	-0.215759	
0.348	-0.185394	
0.349	-0.147552	
0.35	-0.10849	
0.351	-0.065918	
0.352	-0.0224304	
0.353	0.0201416	
0.354	0.065155	
0.355	0.107422	
0.356	0.145721	
0.357	0.183411	
0.358	0.213928	
0.359	0.239563	
0.36	0.258331	
0.361	0.27298	
0.362	0.279694	
0.363	0.279999	
0.364	0.272064	
0.365	0.258179	
0.366	0.23819	
0.367	0.211029	
0.368	0.180664	
0.369	0.143738	
0.37	0.104218	
0.371	0.0624084	
0.372	0.0186157	
0.373	-0.0257874	
0.374	-0.0692749	
0.375	-0.111389	
0.376	-0.151062	
0.377	-0.186005	
0.378	-0.21637	
0.379	-0.243683	
0.38	-0.263062	
0.381	-0.276947	
0.382	-0.283508	
0.383	-0.283203	
0.384	-0.275574	
0.385	-0.262146	
0.386	-0.241699	
0.387	-0.215454	
0.388	-0.185394	
0.389	-0.147705	
0.39	-0.109253	
0.391	-0.0657654	
0.392	-0.0221252	
0.393	0.020752	
0.394	0.0653076	
0.395	0.106812	
0.396	0.146637	
0.397	0.184021	
0.398	0.213318	
0.399	0.2388	
0.4	0.259247	
0.401	0.273285	
0.402	0.279999	
0.403	0.279846	
0.404	0.272217	
0.405	0.258942	
0.406	0.23819	
0.407	0.210266	
0.408	0.180206	
0.409	0.144196	
0.41	0.10498	
0.411	0.063324	
0.412	0.0177002	
0.413	-0.0263977	
0.414	-0.0692749	
0.415	-0.111847	
0.416	-0.150604	
0.417	-0.18631	
0.418	-0.216675	
0.419	-0.243683	
0.42	-0.263214	
0.421	-0.276794	
0.422	-0.283813	
0.423	-0.283051	
0.424	-0.275116	
0.425	-0.261536	
0.426	-0.242004	
0.427	-0.215759	
0.428	-0.184937	
0.429	-0.148926	
0.43	-0.108032	
0.431	-0.0660706	
0.432	-0.022583	
0.433	0.0205994	
0.434	0.0653076	
0.435	0.107574	
0.436	0.146637	
0.437	0.184326	
0.438	0.213928	
0.439	0.239258	
0.44	0.258942	
0.441	0.273285	
0.442	0.279846	
0.443	0.279694	
0.444	0.272217	
0.445	0.258179	
0.446	0.2388	
0.447	0.210419	
0.448	0.180664	
0.449	0.143585	
0.45	0.10498	
0.451	0.0630188	
0.452	0.0184631	
0.453	-0.0260925	
0.454	-0.0694275	
0.455	-0.111847	
0.456	-0.150604	
0.457	-0.186157	
0.458	-0.21698	
0.459	-0.243225	
0.46	-0.263519	
0.461	-0.277252	
0.462	-0.283966	
0.463	-0.283508	
0.464	-0.275421	
0.465	-0.261688	
0.466	-0.241547	
0.467	-0.215302	
0.468	-0.184479	
0.469	-0.148926	
0.47	-0.108337	
0.471	-0.065918	
0.472	-0.0230408	
0.473	0.0212097	
0.474	0.0648499	
0.475	0.106659	
0.476	0.146637	
0.477	0.182648	
0.478	0.214081	
0.479	0.23941	
0.48	0.259094	
0.481	0.272064	
0.482	0.279846	
0.483	0.279846	
0.484	0.272369	
0.485	0.258942	
0.486	0.238037	
0.487	0.210571	
0.488	0.179901	
0.489	0.143738	
0.49	0.105743	
0.491	0.0627136	
0.492	0.0178528	
0.493	-0.0265503	
0.494	-0.0688171	
0.495	-0.112	
0.496	-0.149689	
0.497	-0.185852	
0.498	-0.217285	
0.499	-0.244141	
0.5	-0.263214	
0.501	-0.276642	
0.502	-0.284576	
0.503	-0.282898	
0.504	-0.276337	
0.505	-0.262146	
0.506	-0.241241	
0.507	-0.215454	
0.508	-0.184326	
0.509	-0.14801	
0.51	-0.108337	
0.511	-0.0660706	
0.512	-0.0231934	
0.513	0.0212097	
0.514	0.0650024	
0.515	0.106812	
0.516	0.145416	
0.517	0.183411	
0.518	0.214386	
0.519	0.239868	
0.52	0.258636	
0.521	0.272675	
0.522	0.279388	
0.523	0.279388	
0.524	0.273132	
0.525	0.258484	
0.526	0.237885	
0.527	0.210571	
0.528	0.180054	
0.529	0.144501	
0.53	0.105286	
0.531	0.0630188	
0.532	0.0175476	
0.533	-0.0262451	
0.534	-0.0700378	
0.535	-0.112305	
0.536	-0.150909	
0.537	-0.186157	
0.538	-0.216522	
0.539	-0.243683	
0.54	-0.262909	
0.541	-0.278015	
0.542	-0.284424	
0.543	-0.28183	
0.544	-0.276184	
0.545	-0.261993	
0.546	-0.241394	
0.547	-0.216522	
0.548	-0.184021	
0.549	-0.148315	
0.55	-0.108032	
0.551	-0.065918	
0.552	-0.0224304	
0.553	0.0216675	
0.554	0.065155	
0.555	0.106659	
0.556	0.146179	
0.557	0.184021	
0.558	0.213623	
0.559	0.239716	
0.56	0.258789	
0.561	0.272675	
0.562	0.279236	
0.563	0.279846	
0.564	0.272064	
0.565	0.258331	
0.566	0.238342	
0.567	0.210266	
0.568	0.180054	
0.569	0.144043	
0.57	0.105896	
0.571	0.0624084	
0.572	0.0169373	
0.573	-0.0260925	
0.574	-0.0694275	
0.575	-0.111389	
0.576	-0.151215	
0.577	-0.18631	
0.578	-0.21637	
0.579	-0.243073	
0.58	-0.262604	
0.581	-0.277557	
0.582	-0.284271	
0.583	-0.283203	
0.584	-0.275421	
0.585	-0.261536	
0.586	-0.241547	
0.587	-0.215759	
0.588	-0.184784	
0.589	-0.148468	
0.59	-0.108337	
0.591	-0.0660706	
0.592	-0.022583	
0.593	0.0215149	
0.594	0.0650024	
0.595	0.107117	
0.596	0.14679	
0.597	0.183716	
0.598	0.214233	
0.599	0.239716	
0.6	0.258636	
0.601	0.273437	
0.602	0.278931	
0.603	0.280304	
0.604	0.272217	
0.605	0.259094	
0.606	0.238342	
0.607	0.210266	
0.608	0.180206	
0.609	0.144806	
0.61	0.105286	
