Time - Voltage	Piezo spanning  (Volt) - Voltage	
0	0.19043	
0.001	0.196075	
0.002	0.202637	
0.003	0.20813	
0.004	0.215912	
0.005	0.220337	
0.006	0.225372	
0.007	0.230408	
0.008	0.234985	
0.009	0.239716	
0.01	0.245514	
0.011	0.249023	
0.012	0.252075	
0.013	0.254669	
0.014	0.258789	
0.015	0.262756	
0.016	0.265045	
0.017	0.269318	
0.018	0.271301	
0.019	0.27298	
0.02	0.274353	
0.021	0.276184	
0.022	0.2771	
0.023	0.278625	
0.024	0.280304	
0.025	0.280762	
0.026	0.280457	
0.027	0.279388	
0.028	0.278015	
0.029	0.278778	
0.03	0.278625	
0.031	0.277252	
0.032	0.2742	
0.033	0.273285	
0.034	0.26947	
0.035	0.267944	
0.036	0.265045	
0.037	0.263519	
0.038	0.26062	
0.039	0.256195	
0.04	0.253448	
0.041	0.249176	
0.042	0.244446	
0.043	0.240631	
0.044	0.237427	
0.045	0.231781	
0.046	0.226746	
0.047	0.220642	
0.048	0.215454	
0.049	0.208893	
0.05	0.203857	
0.051	0.197906	
0.052	0.190735	
0.053	0.183411	
0.054	0.176544	
0.055	0.170288	
0.056	0.163727	
0.057	0.157013	
0.058	0.150299	
0.059	0.142212	
0.06	0.133667	
0.061	0.126495	
0.062	0.117493	
0.063	0.110168	
0.064	0.102692	
0.065	0.0946045	
0.066	0.0856018	
0.067	0.0761414	
0.068	0.0682068	
0.069	0.0601196	
0.07	0.0524902	
0.071	0.042572	
0.072	0.0332642	
0.073	0.0253296	
0.074	0.0151062	
0.075	0.00701904	
0.076	-0.00183105	
0.077	-0.0105286	
0.078	-0.0189209	
0.079	-0.0291443	
0.08	-0.037384	
0.081	-0.0456238	
0.082	-0.0549316	
0.083	-0.0631714	
0.084	-0.0715637	
0.085	-0.0802612	
0.086	-0.088501	
0.087	-0.0971985	
0.088	-0.106659	
0.089	-0.114441	
0.09	-0.121307	
0.091	-0.129547	
0.092	-0.138397	
0.093	-0.145569	
0.094	-0.154877	
0.095	-0.161133	
0.096	-0.167389	
0.097	-0.174408	
0.098	-0.18158	
0.099	-0.188141	
0.1	-0.19577	
0.101	-0.201569	
0.102	-0.208435	
0.103	-0.21347	
0.104	-0.218658	
0.105	-0.224762	
