Time - Voltage_0	Piezo spanning  (Volt) - Voltage_0	
0.903	-0.0163269	
0.904	-0.0186157	
0.905	-0.0187683	
0.906	-0.0135803	
0.907	-0.00823975	
0.908	-0.00198364	
0.909	0.00411987	
0.91	0.00946045	
0.911	0.0146484	
0.912	0.017395	
0.913	0.0183105	
0.914	0.0180054	
0.915	0.0177002	
0.916	0.0138855	
0.917	0.010376	
0.918	0.00595093	
0.919	0.000915527	
0.92	-0.00350952	
0.921	-0.00869751	
0.922	-0.0137329	
0.923	-0.0170898	
0.924	-0.0187683	
0.925	-0.0196838	
0.926	-0.0161743	
0.927	-0.0108337	
0.928	-0.00396729	
0.929	0.00305176	
0.93	0.0106812	
0.931	0.0151062	
0.932	0.017395	
0.933	0.0167847	
0.934	0.0178528	
0.935	0.0167847	
0.936	0.0128174	
0.937	0.00915527	
0.938	0.00595093	
0.939	0.00152588	
0.94	-0.00457764	
0.941	-0.0119019	
0.942	-0.0189209	
0.943	-0.0202942	
0.944	-0.020752	
0.945	-0.0172424	
0.946	-0.0109863	
0.947	-0.0050354	
0.948	-0.000610352	
0.949	0.00457764	
0.95	0.00915527	
0.951	0.0135803	
0.952	0.0170898	
0.953	0.0178528	
0.954	0.0196838	
0.955	0.0195312	
0.956	0.0163269	
0.957	0.0123596	
0.958	0.00793457	
0.959	0.00137329	
0.96	-0.0050354	
0.961	-0.0114441	
0.962	-0.0170898	
0.963	-0.0186157	
0.964	-0.0201416	
0.965	-0.0180054	
0.966	-0.0120544	
0.967	-0.00701904	
0.968	-0.00289917	
0.969	0.00137329	
0.97	0.00579834	
0.971	0.0109863	
0.972	0.0152588	
0.973	0.0169373	
0.974	0.0190735	
0.975	0.0189209	
0.976	0.0161743	
0.977	0.0109863	
0.978	0.00427246	
0.979	-0.00335693	
0.98	-0.00854492	
0.981	-0.0132751	
0.982	-0.0167847	
0.983	-0.0172424	
0.984	-0.0158691	
0.985	-0.0128174	
0.986	-0.00869751	
0.987	-0.00411987	
0.988	-0.000152588	
0.989	0.00366211	
0.99	0.00762939	
0.991	0.0115967	
0.992	0.0164795	
0.993	0.0178528	
