0	4.5	5e-10
1	-1.0	5e-10
2	-2.0	5e-10
3	-2.0	5e-10
4	-2.0	5e-10
5	-2.0	5e-10
6	-2.5	5e-10
7	-2.5	5e-10
8	-3.5	5e-10
9	-4.0	5e-10
10	-4.0	5e-10
11	-4.0	5e-10
12	-4.0	5e-10
13	-4.5	5e-10
14	-4.5	5e-10
15	-4.5	5e-10
16	-4.5	5e-10
17	-5.0	5e-10
18	-5.0	5e-10
19	-5.0	5e-10
20	-5.0	5e-10
21	-5.0	5e-10
22	-5.0	5e-10
23	-5.5	5e-10
24	-5.5	5e-10
25	-5.5	5e-10
26	-5.5	5e-10
27	-5.5	5e-10
28	-5.5	5e-10
29	-6.0	5e-10
30	-6.0	5e-10
31	-6.0	5e-10
32	-6.0	5e-10
33	-6.0	5e-10
34	-6.5	5e-10
35	-6.5	5e-10
36	-6.5	5e-10
37	-6.5	5e-10
38	-6.5	5e-10
39	-6.5	5e-10
40	-6.5	5e-10
41	-6.5	5e-10
42	-7.0	5e-10
43	-7.0	5e-10
44	-7.0	5e-10
45	-7.0	5e-10
46	-7.0	5e-10
47	-7.0	5e-10
48	-7.0	5e-10
49	-7.0	5e-10
50	-7.0	5e-10
51	-7.0	5e-10
52	-7.0	5e-10
53	-7.0	5e-10
54	-7.0	5e-10
55	-7.0	5e-10
56	-7.0	5e-10
57	-7.0	5e-10
58	-7.0	5e-10
59	-7.0	5e-10
60	-7.0	5e-10
61	-7.0	5e-10
62	-7.0	5e-10
63	-7.5	5e-10
64	-7.5	5e-10
65	-7.5	5e-10
66	-7.5	5e-10
67	-7.5	5e-10
68	-7.5	5e-10
69	-7.5	5e-10
70	-7.5	5e-10
71	-7.5	5e-10
72	-7.5	5e-10
73	-8.0	5e-10
74	-8.0	5e-10
75	-8.0	5e-10
76	-8.0	5e-10
77	-8.0	5e-10
78	-8.0	5e-10
79	-8.0	5e-10
80	-8.0	5e-10
81	-8.0	5e-10
82	-8.0	5e-10
83	-8.0	5e-10
84	-8.0	5e-10
85	-8.0	5e-10
86	-8.0	5e-10
87	-8.0	5e-10
88	-8.0	5e-10
89	-8.0	5e-10
90	-8.0	5e-10
91	-8.0	5e-10
92	-8.0	5e-10
93	-8.5	5e-10
94	-8.5	5e-10
95	-8.5	5e-10
96	-8.5	5e-10
97	-8.5	5e-10
98	-8.5	5e-10
99	-8.5	5e-10
100	-8.5	5e-10
101	-8.5	5e-10
102	-8.5	5e-10
103	-8.5	5e-10
104	-8.5	5e-10
105	-8.5	5e-10
106	-8.5	5e-10
107	-8.5	5e-10
108	-8.5	5e-10
109	-8.5	5e-10
110	-8.5	5e-10
111	-8.5	5e-10
112	-9.0	5e-10
113	-9.0	5e-10
114	-9.0	5e-10
115	-9.0	5e-10
116	-9.0	5e-10
117	-9.0	5e-10
118	-9.0	5e-10
119	-9.0	5e-10
120	-9.0	5e-10
121	-9.0	5e-10
122	-9.0	5e-10
123	-9.0	5e-10
124	-9.0	5e-10
125	-9.0	5e-10
126	-9.5	5e-10
127	-9.5	5e-10
128	-9.5	5e-10
129	-9.5	5e-10
130	-9.5	5e-10
131	-9.5	5e-10
132	-9.5	5e-10
133	-9.5	5e-10
134	-9.5	5e-10
135	-9.5	5e-10
136	-9.5	5e-10
137	-10.0	5e-10
138	-10.0	5e-10
139	-10.0	5e-10
140	-10.0	5e-10
141	-10.0	5e-10
142	-10.0	5e-10
143	-10.0	5e-10
144	-10.0	5e-10
145	-10.0	5e-10
146	-10.5	5e-10
147	-10.5	5e-10
148	-10.5	5e-10
